S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
4629,FORETT AT BUKIT TIMAH,TOH TUCK ROAD,Apartment,21,RCR,Freehold,New Sale,1,2749000,-,1302,Strata,01 to 05,2111,1/1/22
4630,KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,Condominium,21,OCR,999 yrs lease commencing from 1885,New Sale,1,1918000,-,980,Strata,06 to 10,1958,1/1/22
4631,KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,Condominium,21,OCR,999 yrs lease commencing from 1885,New Sale,1,1817000,-,936,Strata,01 to 05,1940,1/1/22
4632,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1712500,-,1012,Strata,06 to 10,1693,1/1/22
4633,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1171000,-,635,Strata,26 to 30,1844,1/1/22
4634,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,2520700,-,1410,Strata,01 to 05,1788,1/1/22
4635,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1050600,-,570,Strata,01 to 05,1842,1/1/22
4636,KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,Condominium,21,OCR,999 yrs lease commencing from 1885,New Sale,1,1839000,-,980,Strata,01 to 05,1877,1/1/22
4637,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1296000,-,764,Strata,06 to 10,1696,1/1/22
4638,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,2134000,-,1249,Strata,21 to 25,1709,1/1/22
4639,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1227900,-,732,Strata,01 to 05,1678,1/1/22
4640,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1200400,-,721,Strata,01 to 05,1664,1/1/22
4641,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1310800,-,764,Strata,06 to 10,1715,1/1/22
4642,KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,Condominium,21,OCR,999 yrs lease commencing from 1885,New Sale,1,2279000,-,1195,Strata,01 to 05,1907,1/1/22
4643,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1430100,-,936,Strata,01 to 05,1527,1/1/22
4644,KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,Condominium,21,OCR,999 yrs lease commencing from 1885,New Sale,1,2289000,-,1195,Strata,01 to 05,1916,1/1/22
4645,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1691600,-,1130,Strata,01 to 05,1497,1/1/22
4646,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1287100,-,764,Strata,01 to 05,1684,1/1/22
4647,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1291500,-,764,Strata,06 to 10,1690,1/1/22
4648,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1282100,-,764,Strata,01 to 05,1678,1/1/22
4649,KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,Condominium,21,OCR,999 yrs lease commencing from 1885,New Sale,1,1883000,-,980,Strata,01 to 05,1922,1/1/22
4650,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,2158000,-,1249,Strata,26 to 30,1728,1/1/22
4651,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1152000,-,635,Strata,26 to 30,1814,1/1/22
4652,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1286000,-,700,Strata,21 to 25,1838,1/1/22
4653,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1148000,-,635,Strata,21 to 25,1808,1/1/22
4654,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1703800,-,1012,Strata,11 to 15,1684,1/1/22
4655,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1302000,-,764,Strata,06 to 10,1704,1/1/22
4656,KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,Condominium,21,OCR,999 yrs lease commencing from 1885,New Sale,1,2310000,-,1195,Strata,01 to 05,1933,1/1/22
4657,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,2005000,-,1259,Strata,01 to 05,1592,1/1/22
4658,FORETT AT BUKIT TIMAH,TOH TUCK ROAD,Apartment,21,RCR,Freehold,New Sale,1,1709000,-,764,Strata,06 to 10,2236,1/1/22
4659,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1227200,-,721,Strata,01 to 05,1702,1/1/22
4660,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1306400,-,764,Strata,06 to 10,1709,1/1/22
4661,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1663100,-,1023,Strata,01 to 05,1626,1/1/22
4662,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1162000,-,635,Strata,26 to 30,1830,1/1/22
4663,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1214600,-,721,Strata,01 to 05,1684,1/1/22
4664,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1223000,-,721,Strata,01 to 05,1696,1/1/22
4665,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1727300,-,1012,Strata,11 to 15,1707,1/1/22
4666,FORETT AT BUKIT TIMAH,TOH TUCK ROAD,Apartment,21,RCR,Freehold,New Sale,1,2028000,-,980,Strata,01 to 05,2070,1/1/22
4667,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1722300,-,1012,Strata,11 to 15,1702,1/1/22
4668,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1659400,-,947,Strata,01 to 05,1752,1/1/22
4669,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1164000,-,635,Strata,26 to 30,1833,1/1/22
4670,MAYFAIR MODERN,RIFLE RANGE ROAD,Condominium,21,RCR,99 yrs lease commencing from 2018,New Sale,1,2643225,-,1292,Strata,01 to 05,2046,1/1/22
4671,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1383400,-,732,Strata,01 to 05,1890,1/1/22
4672,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1277000,-,700,Strata,21 to 25,1825,1/1/22
4673,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1384600,-,743,Strata,01 to 05,1864,1/1/22
4674,FORETT AT BUKIT TIMAH,TOH TUCK ROAD,Apartment,21,RCR,Freehold,New Sale,1,2307000,-,1109,Strata,01 to 05,2081,1/1/22
4675,PHOENIX RESIDENCES,PHOENIX AVENUE,Apartment,23,OCR,99 yrs lease commencing from 2019,New Sale,1,1552034,-,1033,Strata,01 to 05,1502,1/1/22
4676,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1613000,-,990,Strata,01 to 05,1629,1/1/22
4677,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1235500,-,721,Strata,06 to 10,1713,1/1/22
4678,KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,Condominium,21,OCR,999 yrs lease commencing from 1885,New Sale,1,1839000,-,980,Strata,01 to 05,1877,1/1/22
4679,FORETT AT BUKIT TIMAH,TOH TUCK ROAD,Apartment,21,RCR,Freehold,New Sale,1,2195000,-,1033,Strata,01 to 05,2124,1/1/22
4680,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,2118000,-,1259,Strata,21 to 25,1682,1/1/22
4681,FORETT AT BUKIT TIMAH,TOH TUCK ROAD,Apartment,21,RCR,Freehold,New Sale,1,1042000,-,495,Strata,01 to 05,2104,1/1/22
4682,MAYFAIR GARDENS,RIFLE RANGE ROAD,Condominium,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1638000,-,764,Strata,01 to 05,2143,1/1/22
4683,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1570200,-,1012,Strata,01 to 05,1552,1/1/22
4684,FORETT AT BUKIT TIMAH,TOH TUCK ROAD,Apartment,21,RCR,Freehold,New Sale,1,1623000,-,743,Strata,01 to 05,2185,1/1/22
4685,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1294000,-,786,Strata,01 to 05,1647,1/1/22
4686,KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,Condominium,21,OCR,999 yrs lease commencing from 1885,New Sale,1,1830000,-,980,Strata,01 to 05,1868,1/1/22
4687,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1354400,-,732,Strata,01 to 05,1850,1/1/22
4688,FORETT AT BUKIT TIMAH,TOH TUCK ROAD,Apartment,21,RCR,Freehold,New Sale,1,2139000,-,1033,Strata,01 to 05,2070,1/1/22
4689,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1301400,-,764,Strata,06 to 10,1703,1/1/22
4690,MAYFAIR GARDENS,RIFLE RANGE ROAD,Condominium,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1181000,-,570,Strata,01 to 05,2070,1/1/22
4691,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1359500,-,732,Strata,01 to 05,1857,1/1/22
4692,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1456000,-,893,Strata,01 to 05,1630,1/1/22
4693,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1716100,-,1012,Strata,11 to 15,1696,1/1/22
4694,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1306000,-,700,Strata,26 to 30,1867,1/1/22
4695,KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,Condominium,21,OCR,999 yrs lease commencing from 1885,New Sale,1,1883000,-,980,Strata,06 to 10,1922,1/1/22
4696,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1667000,-,990,Strata,11 to 15,1683,1/1/22
4697,PHOENIX RESIDENCES,PHOENIX AVENUE,Apartment,23,OCR,99 yrs lease commencing from 2019,New Sale,1,1123038,-,721,Strata,01 to 05,1557,1/1/22
4698,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,2516500,-,1410,Strata,01 to 05,1785,1/1/22
4699,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1899400,-,1141,Strata,11 to 15,1665,1/1/22
4700,MONT BOTANIK RESIDENCE,JALAN REMAJA,Condominium,23,OCR,Freehold,New Sale,1,1278600,-,689,Strata,06 to 10,1856,1/1/22
4701,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1634000,-,947,Strata,01 to 05,1725,1/1/22
4702,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1336400,-,743,Strata,01 to 05,1799,1/1/22
4703,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1324400,-,743,Strata,01 to 05,1783,1/1/22
4704,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1273200,-,764,Strata,01 to 05,1666,1/1/22
4705,DAIRY FARM RESIDENCES,DAIRY FARM LANE,Apartment,23,OCR,99 yrs lease commencing from 2018,New Sale,1,1685200,-,1012,Strata,06 to 10,1666,1/1/22
4706,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,3340700,-,1873,Strata,01 to 05,1784,1/1/22
4707,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1649300,-,947,Strata,01 to 05,1741,1/1/22
4708,MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2018,New Sale,1,2070000,-,1249,Strata,11 to 15,1658,1/1/22
4709,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1318400,-,743,Strata,01 to 05,1775,1/1/22
4710,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1376600,-,732,Strata,01 to 05,1881,1/1/22
4711,VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1299500,-,732,Strata,01 to 05,1775,1/1/22
4712,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1898000,-,1270,Strata,01 to 05,1494,1/11/22
4713,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2500600,-,1130,Strata,16 to 20,2212,1/11/22
4714,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1806000,-,1184,Strata,01 to 05,1525,1/11/22
4715,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2242900,-,990,Strata,21 to 25,2265,1/11/22
4716,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3000195,-,1528,Strata,06 to 10,1963,1/11/22
4717,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1929000,-,1270,Strata,01 to 05,1519,1/11/22
4718,THE WATERGARDENS AT CANBERRA,CANBERRA DRIVE,Apartment,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1970000,-,1302,Strata,01 to 05,1513,1/11/22
4719,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1786000,-,732,Strata,21 to 25,2440,1/11/22
4720,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1809000,-,732,Strata,16 to 20,2471,1/11/22
4721,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1170000,-,527,Strata,11 to 15,2218,1/11/22
4722,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1878000,-,1270,Strata,01 to 05,1479,1/11/22
4723,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2280700,-,1109,Strata,16 to 20,2057,1/11/22
4724,THE WATERGARDENS AT CANBERRA,CANBERRA DRIVE,Apartment,27,OCR,99 yrs lease commencing from 2020,New Sale,1,2092000,-,1528,Strata,01 to 05,1369,1/11/22
4725,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1949000,-,1270,Strata,01 to 05,1534,1/11/22
4726,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1899000,-,1270,Strata,01 to 05,1495,1/11/22
4727,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,2068000,-,1421,Strata,01 to 05,1455,1/11/22
4728,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1875000,-,1270,Strata,01 to 05,1476,1/10/22
4729,THE WATERGARDENS AT CANBERRA,CANBERRA DRIVE,Apartment,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1983000,-,1302,Strata,01 to 05,1523,1/10/22
4730,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1839000,-,1356,Strata,01 to 05,1356,1/10/22
4731,THE WATERGARDENS AT CANBERRA,CANBERRA DRIVE,Apartment,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1798000,-,1313,Strata,01 to 05,1369,1/10/22
4732,THE WATERGARDENS AT CANBERRA,CANBERRA DRIVE,Apartment,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1933000,-,1302,Strata,01 to 05,1484,1/10/22
4733,THE WATERGARDENS AT CANBERRA,CANBERRA DRIVE,Apartment,27,OCR,99 yrs lease commencing from 2020,New Sale,1,2066000,-,1528,Strata,01 to 05,1352,1/10/22
4734,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1967000,-,1464,Strata,01 to 05,1344,1/10/22
4735,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,2648000,-,1916,Strata,01 to 05,1382,1/10/22
4736,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3073950,-,1528,Strata,16 to 20,2011,1/10/22
4737,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1610235,-,732,Strata,06 to 10,2200,1/10/22
4738,THE WATERGARDENS AT CANBERRA,CANBERRA DRIVE,Apartment,27,OCR,99 yrs lease commencing from 2020,New Sale,1,2102000,-,1528,Strata,01 to 05,1375,1/10/22
4739,THE WATERGARDENS AT CANBERRA,CANBERRA DRIVE,Apartment,27,OCR,99 yrs lease commencing from 2020,New Sale,1,2004000,-,1302,Strata,01 to 05,1539,1/10/22
4740,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3009000,-,1528,Strata,11 to 15,1969,1/10/22
4741,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2997000,-,1528,Strata,06 to 10,1961,1/10/22
4742,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2183000,-,1130,Strata,11 to 15,1931,1/10/22
4743,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2142000,-,1130,Strata,06 to 10,1895,1/10/22
4744,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3332000,-,1528,Strata,21 to 25,2180,1/10/22
4745,THE WATERGARDENS AT CANBERRA,CANBERRA DRIVE,Apartment,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1954000,-,1302,Strata,01 to 05,1500,1/10/22
4746,THE WATERGARDENS AT CANBERRA,CANBERRA DRIVE,Apartment,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1983000,-,1302,Strata,01 to 05,1523,1/10/22
4747,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2080000,-,969,Strata,21 to 25,2147,1/10/22
4748,THE WATERGARDENS AT CANBERRA,CANBERRA DRIVE,Apartment,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1938000,-,1302,Strata,01 to 05,1488,1/10/22
4749,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3020000,-,1528,Strata,01 to 05,1976,1/10/22
4750,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1744000,-,1184,Strata,01 to 05,1473,1/10/22
4751,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1486000,-,1023,Strata,01 to 05,1453,1/9/22
4752,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1963170,-,990,Strata,06 to 10,1982,1/9/22
4753,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2221000,-,990,Strata,21 to 25,2243,1/9/22
4754,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1513000,-,678,Strata,16 to 20,2231,1/9/22
4755,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,2038000,-,1464,Strata,01 to 05,1392,1/9/22
4756,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,1977000,-,1464,Strata,01 to 05,1350,1/9/22
4757,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2156000,-,1130,Strata,06 to 10,1908,1/9/22
4758,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2202000,-,1109,Strata,11 to 15,1986,1/9/22
4759,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1540440,-,678,Strata,21 to 25,2272,1/9/22
4760,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1618000,-,678,Strata,21 to 25,2386,1/9/22
4761,THE COMMODORE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2020,New Sale,1,2100000,-,1464,Strata,01 to 05,1435,1/9/22
4762,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2515590,-,1109,Strata,21 to 25,2269,1/9/22
4763,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2999700,-,1528,Strata,11 to 15,1963,1/9/22
4764,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1996000,-,969,Strata,16 to 20,2060,1/9/22
4765,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1804000,-,732,Strata,16 to 20,2465,1/9/22
4766,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1727000,-,732,Strata,11 to 15,2359,1/9/22
4767,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1440000,-,678,Strata,06 to 10,2123,1/9/22
4768,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1440000,-,678,Strata,06 to 10,2123,1/9/22
4769,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1576000,-,732,Strata,01 to 05,2153,1/9/22
4770,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1955250,-,990,Strata,06 to 10,1974,1/9/22
4771,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2165000,-,1130,Strata,06 to 10,1916,1/9/22
4772,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3281000,-,1528,Strata,21 to 25,2147,1/9/22
4773,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1254000,-,527,Strata,16 to 20,2378,1/9/22
4774,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1242000,-,527,Strata,16 to 20,2355,1/9/22
4775,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3050000,-,1528,Strata,11 to 15,1995,1/9/22
4776,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1237500,-,527,Strata,21 to 25,2346,1/9/22
4777,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1279080,-,527,Strata,21 to 25,2425,1/9/22
4778,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2200770,-,990,Strata,21 to 25,2222,1/9/22
4779,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1977030,-,990,Strata,06 to 10,1996,1/9/22
4780,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1985940,-,990,Strata,06 to 10,2005,1/9/22
4781,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2034450,-,990,Strata,11 to 15,2054,1/9/22
4782,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1751310,-,732,Strata,21 to 25,2393,1/9/22
4783,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1770120,-,732,Strata,21 to 25,2418,1/9/22
4784,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1598850,-,732,Strata,06 to 10,2184,1/9/22
4785,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1625580,-,732,Strata,01 to 05,2221,1/9/22
4786,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1619640,-,732,Strata,11 to 15,2213,1/9/22
4787,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1605780,-,732,Strata,06 to 10,2194,1/9/22
4788,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1626570,-,732,Strata,11 to 15,2222,1/9/22
